model,question_id,tier,run,score,error_type,error_msg,llm_sql,reference_sql,tokens_in,tokens_out,cost_usd,latency_ms
claude-opus-4,t6_06,6,3,2,Logic Error,"Got: 2024-01-01	\N
2024-01-02	\N
2024-01-03	9979
2024-01-04	9979
2024-01-05	9974
2024-01-06	9974
2024-01-","SELECT 
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase' 
    AND revenue_cents > 9950
    AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31'
GROUP BY day
ORDER BY day ASC WITH FILL 
    FROM toDate('2024-01-01') 
    TO toDate('2024-01-31') 
    STEP INTERVAL 1 DAY
    INTERPOLATE (revenue AS revenue)","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",517,144,0.018555,4070.4
claude-opus-4,t6_07,6,1,3,,,"SELECT countResample(0, 24, 6)(1, toHour(timestamp)) AS hour_buckets
FROM events","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",497,37,0.01023,2793.0
claude-opus-4,t6_07,6,2,3,,,"SELECT countResample(0, 24, 6)(1, toHour(timestamp)) AS hour_buckets
FROM events","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",497,37,0.01023,2376.9
claude-opus-4,t6_07,6,3,3,,,"SELECT countResample(0, 24, 6)(1, toHour(timestamp)) AS hour_buckets
FROM events","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",497,37,0.01023,3118.5
claude-opus-4,t6_08,6,1,3,,,"SELECT arrayCumSum(groupArray(count)) AS cumulative_purchases
FROM (
    SELECT 
        toDate(timestamp) AS date,
        countIf(event_type = 'purchase') AS count
    FROM events
    WHERE toYYYYMM(timestamp) = 202401
    GROUP BY date
    ORDER BY date
)","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",484,90,0.01401,3864.4
claude-opus-4,t6_08,6,2,3,,,"SELECT arrayCumSum(groupArray(count)) AS cumulative_purchases
FROM (
    SELECT 
        toDate(timestamp) AS date,
        countIf(event_type = 'purchase') AS count
    FROM events
    WHERE toYYYYMM(timestamp) = 202401
    GROUP BY date
    ORDER BY date
)","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",484,90,0.01401,2840.8
claude-opus-4,t6_08,6,3,3,,,"SELECT arrayCumSum(groupArray(count)) AS cumulative_purchases
FROM (
    SELECT 
        toDate(timestamp) AS date,
        countIf(event_type = 'purchase') AS count
    FROM events
    WHERE toYYYYMM(timestamp) = 202401
    GROUP BY date
    ORDER BY date
)","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",484,90,0.01401,3851.0
claude-opus-4,t6_09,6,1,3,,,"SELECT 
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
WHERE event_type = 'purchase'
GROUP BY country
ORDER BY country ASC","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",478,58,0.01152,3197.4
claude-opus-4,t6_09,6,2,3,,,"SELECT 
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
WHERE event_type = 'purchase'
GROUP BY country
ORDER BY country ASC","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",478,58,0.01152,3052.4
claude-opus-4,t6_09,6,3,3,,,"SELECT 
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
WHERE event_type = 'purchase'
GROUP BY country
ORDER BY country ASC","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",478,58,0.01152,3753.2
claude-opus-4,t6_10,6,1,3,,,"SELECT count(DISTINCT key)
FROM events
ARRAY JOIN mapKeys(properties) AS key
WHERE event_type = 'purchase' 
  AND toDate(timestamp) = '2024-03-01'",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',479,57,0.01146,2991.9
claude-opus-4,t6_10,6,2,3,,,"SELECT count(DISTINCT key)
FROM events
ARRAY JOIN mapKeys(properties) AS key
WHERE event_type = 'purchase' 
  AND toDate(timestamp) = '2024-03-01'",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',479,57,0.01146,3338.4
claude-opus-4,t6_10,6,3,3,,,"SELECT count(DISTINCT key)
FROM events
ARRAY JOIN mapKeys(properties) AS key
WHERE event_type = 'purchase' 
  AND toDate(timestamp) = '2024-03-01'",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',479,57,0.01146,3631.1
claude-opus-5,t6_01,6,1,3,,,"SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            toDateTime(timestamp),
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",700,416,0.0139,6285.9
claude-opus-5,t6_01,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",700,250,0.00975,5165.0
claude-opus-5,t6_01,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",700,173,0.007825,4500.7
claude-opus-5,t6_02,6,1,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT
        user_id,
        retention(
            toDate(timestamp) = toDate('2024-01-01'),
            toDate(timestamp) = toDate('2024-01-02'),
            toDate(timestamp) = toDate('2024-01-03')
        ) AS r
    FROM events
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",682,402,0.01346,6495.4
claude-opus-5,t6_02,6,2,3,,,"SELECT
    sum(ret[1]) AS r1,
    sum(ret[2]) AS r2,
    sum(ret[3]) AS r3
FROM
(
    SELECT
        user_id,
        retention(
            toDate(timestamp) = toDate('2024-01-01'),
            toDate(timestamp) = toDate('2024-01-02'),
            toDate(timestamp) = toDate('2024-01-03')
        ) AS ret
    FROM events
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",682,484,0.01551,8202.9
claude-opus-5,t6_02,6,3,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT
        user_id,
        retention(
            date = toDate('2024-01-01'),
            date = toDate('2024-01-02'),
            date = toDate('2024-01-03')
        ) AS r
    FROM
    (
        SELECT
            user_id,
            toDate(timestamp) AS date
        FROM events
    )
    GROUP BY user_id
);","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",682,478,0.01536,6488.0
claude-opus-5,t6_03,6,1,3,,,"SELECT count() AS users_with_signup_then_purchase_within_60s
FROM
(
    SELECT user_id
    FROM events
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(
        toDateTime(timestamp),
        event_type = 'signup',
        event_type = 'purchase'
    )
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",647,301,0.01076,5943.9
claude-opus-5,t6_03,6,2,3,,,"SELECT count() AS users_signup_then_purchase_60s
FROM
(
    SELECT user_id
    FROM events
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(
        toDateTime(timestamp),
        event_type = 'signup',
        event_type = 'purchase'
    )
);","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",647,368,0.012435,6022.3
claude-opus-5,t6_03,6,3,3,,,"SELECT count() AS users_with_signup_then_purchase
FROM
(
    SELECT user_id
    FROM events
    WHERE event_type IN ('signup', 'purchase')
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(
        toDateTime(timestamp),
        event_type = 'signup',
        event_type = 'purchase'
    )
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",647,281,0.01026,6423.8
claude-opus-5,t6_04,6,1,3,,,"SELECT
    u.user_id AS user_id,
    e.timestamp AS first_event_time
FROM users AS u
ASOF INNER JOIN events AS e
    ON u.user_id = e.user_id AND e.timestamp >= u.created_at
WHERE u.user_id BETWEEN 1 AND 20
ORDER BY user_id ASC;","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",670,401,0.013375,5965.7
claude-opus-5,t6_04,6,2,3,,,"SELECT
    u.user_id AS user_id,
    e.timestamp AS first_event_time
FROM
(
    SELECT user_id, created_at
    FROM users
    WHERE user_id BETWEEN 1 AND 20
) AS u
ASOF INNER JOIN
(
    SELECT user_id, timestamp
    FROM events
    WHERE user_id BETWEEN 1 AND 20
) AS e
ON u.user_id = e.user_id AND e.timestamp >= u.created_at
ORDER BY user_id ASC","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",670,549,0.017075,7686.2
claude-opus-5,t6_04,6,3,3,,,"SELECT
    u.user_id AS user_id,
    e.timestamp AS first_event_time
FROM
(
    SELECT user_id, created_at
    FROM users
    WHERE user_id BETWEEN 1 AND 20
) AS u
ASOF JOIN
(
    SELECT user_id, timestamp
    FROM events
    WHERE user_id BETWEEN 1 AND 20
) AS e
ON u.user_id = e.user_id AND u.created_at <= e.timestamp
ORDER BY user_id ASC","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",670,690,0.0206,11126.8
claude-opus-5,t6_05,6,1,3,,,"SELECT
    event_type,
    event_id,
    timestamp
FROM events
ORDER BY
    event_type ASC,
    timestamp DESC
LIMIT 2 BY event_type","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",664,177,0.007745,4111.0
claude-opus-5,t6_05,6,2,3,,,"SELECT
    event_type,
    event_id,
    timestamp
FROM events
ORDER BY
    event_type ASC,
    timestamp DESC
LIMIT 2 BY event_type","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",664,113,0.006145,4803.2
claude-opus-5,t6_05,6,3,3,,,"SELECT
    event_type,
    event_id,
    timestamp
FROM events
ORDER BY
    event_type ASC,
    timestamp DESC
LIMIT 2 BY event_type","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",664,113,0.006145,5836.4
claude-opus-5,t6_06,6,1,2,Logic Error,"Got: 2024-01-01	0
2024-01-02	0
2024-01-03	9979
2024-01-04	9979
2024-01-05	9974
2024-01-06	9974
2024-01-07","SELECT
    toDate(timestamp) AS day,
    sum(assumeNotNull(revenue_cents)) AS revenue
FROM events
WHERE event_type = 'purchase'
  AND revenue_cents > 9950
  AND timestamp >= toDateTime64('2024-01-01 00:00:00.000', 3, 'UTC')
  AND timestamp <  toDateTime64('2024-02-01 00:00:00.000', 3, 'UTC')
GROUP BY day
ORDER BY day ASC
WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP 1
INTERPOLATE (revenue AS revenue)","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",714,547,0.017245,9032.0
claude-opus-5,t6_06,6,2,3,,,"SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
  AND revenue_cents > 9950
  AND timestamp >= toDateTime64('2024-01-01 00:00:00.000', 3, 'UTC')
  AND timestamp <  toDateTime64('2024-02-01 00:00:00.000', 3, 'UTC')
GROUP BY day
ORDER BY day ASC
WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP 1
INTERPOLATE ( revenue AS revenue )","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",714,304,0.01117,5836.1
claude-opus-5,t6_06,6,3,3,,,"SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
  AND revenue_cents > 9950
  AND timestamp >= toDateTime64('2024-01-01 00:00:00.000', 3, 'UTC')
  AND timestamp <  toDateTime64('2024-02-01 00:00:00.000', 3, 'UTC')
GROUP BY day
ORDER BY day ASC
WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP INTERVAL 1 DAY
INTERPOLATE ( revenue AS revenue )","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",714,386,0.01322,6480.6
claude-opus-5,t6_07,6,1,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS counts_by_6h_bucket
FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",668,156,0.00724,4750.7
claude-opus-5,t6_07,6,2,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS counts_by_6h
FROM events","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",668,249,0.009565,6391.5
claude-opus-5,t6_07,6,3,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS counts_by_6h_bucket
FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",668,224,0.00894,5304.0
claude-opus-5,t6_08,6,1,3,,,"SELECT arrayCumSum(groupArray(cnt)) AS cumulative_purchases
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS cnt
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-01-01 00:00:00.000', 3, 'UTC')
      AND timestamp <  toDateTime64('2024-02-01 00:00:00.000', 3, 'UTC')
    GROUP BY day
    ORDER BY day ASC
);","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",663,460,0.014815,6800.0
claude-opus-5,t6_08,6,2,3,,,"SELECT arrayCumSum(groupArray(cnt)) AS cumulative_purchases
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS cnt
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-01-01 00:00:00.000', 3, 'UTC')
      AND timestamp <  toDateTime64('2024-02-01 00:00:00.000', 3, 'UTC')
    GROUP BY day
    ORDER BY day ASC
);","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",663,357,0.01224,5574.5
claude-opus-5,t6_08,6,3,3,,,"SELECT
    arrayCumSum(
        arrayMap(t -> t.2, arraySort(t -> t.1, groupArray((d, cnt))))
    ) AS cumulative_daily_purchases
FROM
(
    SELECT
        toDate(timestamp) AS d,
        count() AS cnt
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-01-01 00:00:00.000', 3, 'UTC')
      AND timestamp <  toDateTime64('2024-02-01 00:00:00.000', 3, 'UTC')
    GROUP BY d
);","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",663,532,0.016615,7964.6
